SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,115 Diamond Cove Ter,San Francisco,CA,94134,899000,2,2.5,San Francisco,1336,8709,2012,4,673,389,Active,,,http://www.redfin.com/CA/San-Francisco/115-Diamond-Cove-Ter-94134/home/45438562,San Francisco MLS,421541370,N,Y,37.7130851,-122.3943406
MLS Listing,,Condo/Co-op,1 Baker St Unit 4A,SAN FRANCISCO,CA,94117,1348998,2,2.0,SAN FRANCISCO,1337,,1982,4,1009,875,Active,,,http://www.redfin.com/CA/San-Francisco/1-Baker-St-94117/unit-4A/home/598282,MLSListings,ML81840303,N,Y,37.770968,-122.4407319
MLS Listing,,Multi-Family (2-4 Unit),82 Landers St,San Francisco,CA,94114,2395000,3,3.0,San Francisco,2117,3125,1903,29,1131,,Active,,,http://www.redfin.com/CA/San-Francisco/82-Landers-St-94114/home/1093547,San Francisco MLS,421532622,N,Y,37.7665349,-122.4280219
MLS Listing,,Single Family Residential,542 Rhode Island St,San Francisco,CA,94107,2398000,3,2.0,San Francisco,,2500,1938,31,,,Active,,,http://www.redfin.com/CA/San-Francisco/542-Rhode-Island-St-94107/home/727244,San Francisco MLS,421531300,N,Y,37.7628828,-122.4026251
MLS Listing,,Condo/Co-op,5800 3Rd St #1211,San Francisco,CA,94124,680000,1,1.0,Portola District,817,,2010,66,832,432,Active,,,http://www.redfin.com/CA/San-Francisco/5800-3rd-St-94124/unit-1211/home/40625857,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40938478,N,Y,37.7253452,-122.3948096
MLS Listing,,Condo/Co-op,855 Folsom St #510,San Francisco,CA,94107,950000,1,1.5,San Francisco,1030,55687,2001,69,922,722,Active,,,http://www.redfin.com/CA/San-Francisco/855-Folsom-St-94107/unit-510/home/12398153,San Francisco MLS,421520348,N,Y,37.7808956,-122.4019503
MLS Listing,,Condo/Co-op,1635 California St #24,San Francisco,CA,94109,1000000,2,2.0,San Francisco,915,,2005,101,1093,639,Active,,,http://www.redfin.com/CA/San-Francisco/1635-California-St-94109/unit-24/home/12277015,San Francisco MLS,511753,N,Y,37.7901978,-122.4213309
MLS Listing,,Single Family Residential,1330 Plymouth Ave,San Francisco,CA,94112,1999000,4,3.0,San Francisco,1985,4874,1923,1,1007,12,Active,,,http://www.redfin.com/CA/San-Francisco/1330-Plymouth-Ave-94112/home/1486677,San Francisco MLS,421542062,N,Y,37.7263601,-122.4562114
MLS Listing,,Single Family Residential,2744 Baker St,San Francisco,CA,94123,8995000,4,5.5,San Francisco,,2495,2020,1,,,Active,,,http://www.redfin.com/CA/San-Francisco/2744-Baker-St-94123/home/175010472,BAREIS,421541677,N,Y,37.7964383,-122.4454306
MLS Listing,,Condo/Co-op,1620 Fulton St,San Francisco,CA,94117,1395000,2,,San Francisco,1319,2556,1900,1,1058,100,Active,,,http://www.redfin.com/CA/San-Francisco/1620-Fulton-St-94117/home/110051739,San Francisco MLS,421542296,N,Y,37.7762711,-122.4436215
MLS Listing,,Single Family Residential,2707 Larkin St,San Francisco,CA,94109,11500000,4,7.0,San Francisco,5371,3713,1900,1,2141,,Active,,,http://www.redfin.com/CA/San-Francisco/2707-Larkin-St-94109/home/557159,San Francisco MLS,514141,N,Y,37.8030471,-122.4218397
MLS Listing,,Condo/Co-op,888 7th St #304,San Francisco,CA,94107,383277,1,1.0,San Francisco,535,95280,2007,1,716,385,Active,,,http://www.redfin.com/CA/San-Francisco/888-7th-St-94107/unit-304/home/17306051,San Francisco MLS,421542130,N,Y,37.7705534,-122.4004057
MLS Listing,,Multi-Family (2-4 Unit),1240 - 1244 Jones St,San Francisco,CA,94109,3300000,6,3.0,San Francisco,3540,1359,1908,1,932,,Active,,,http://www.redfin.com/CA/San-Francisco/1240-Jones-St-94109/home/1474634,San Francisco MLS,421540522,N,Y,37.7929965,-122.414187
MLS Listing,,Condo/Co-op,333 Beale St Unit 7A,San Francisco,CA,94105,1049000,1,1.0,San Francisco,873,75406,2015,1,1202,1156,Active,,,http://www.redfin.com/CA/San-Francisco/333-Beale-St-94105/unit-7A/home/110052455,San Francisco MLS,421542126,N,Y,37.7884937,-122.3918797
MLS Listing,,Single Family Residential,3526 19th St,San Francisco,CA,94110,4500000,4,4.5,San Francisco,3210,2500,2002,1,1402,,Active,,,http://www.redfin.com/CA/San-Francisco/3526-19th-St-94110/home/173631809,San Francisco MLS,421541979,N,Y,37.7602357,-122.4221026
MLS Listing,,Single Family Residential,245 Lakeshore Dr,San Francisco,CA,94132,1695000,3,,San Francisco,1774,3135,1955,1,955,,Active,,,http://www.redfin.com/CA/San-Francisco/245-Lakeshore-Dr-94132/home/1105660,San Francisco MLS,421541673,N,Y,37.7304836,-122.4972722
MLS Listing,,Condo/Co-op,1177 California St #1525,San Francisco,CA,94108,825000,1,1.0,San Francisco,653,,1978,1,1263,1102,Active,,,http://www.redfin.com/CA/San-Francisco/1177-California-St-94108/unit-1525/home/930091,San Francisco MLS,421541348,N,Y,37.7913209,-122.4137552
MLS Listing,,Multi-Family (2-4 Unit),1271 - 1273 7th Ave,San Francisco,CA,94122,1899000,5,3.0,San Francisco,3592,3000,1913,1,529,,Active,,,http://www.redfin.com/CA/San-Francisco/1271-7th-Ave-94122/home/626772,San Francisco MLS,421542218,N,Y,37.7646058,-122.4645353
MLS Listing,,Condo/Co-op,333 Bush St #4104,San Francisco,CA,94104,1500000,2,2.0,San Francisco,1382,,1987,1,1085,1522,Active,,,http://www.redfin.com/CA/San-Francisco/333-Bush-St-94104/unit-4104/home/978806,San Francisco MLS,421542291,N,Y,37.7906431,-122.4030566
MLS Listing,,Single Family Residential,438 17th Ave,San Francisco,CA,94121,2250000,3,2.5,San Francisco,2380,3000,1916,1,945,,Active,,,http://www.redfin.com/CA/San-Francisco/438-17th-Ave-94121/home/612546,San Francisco MLS,421538193,N,Y,37.779674,-122.475779
MLS Listing,,Condo/Co-op,333 1st St #1607,San Francisco,CA,94105,1298000,2,2.0,San Francisco,950,38571,2004,1,1366,928,Active,,,http://www.redfin.com/CA/San-Francisco/333-1st-St-94105/unit-1607/home/148061430,San Francisco MLS,421536208,N,Y,37.7872383,-122.3940289
MLS Listing,,Condo/Co-op,1100 Sacramento St #802,San Francisco,CA,94108,5500000,3,3.0,San Francisco,2526,14514,1925,1,2177,3049,Active,,,http://www.redfin.com/CA/San-Francisco/1100-Sacramento-St-94108/unit-802/home/175008808,San Francisco MLS,421542259,N,Y,37.7929478,-122.4114198
MLS Listing,,Multi-Family (2-4 Unit),40 Lundys Ln,San Francisco,CA,94110,1150000,3,2.0,San Francisco,1390,1746,1900,1,827,,Active,,,http://www.redfin.com/CA/San-Francisco/40-Lundys-Ln-94110/home/1598451,San Francisco MLS,421542166,N,Y,37.7446806,-122.4185656
MLS Listing,,Condo/Co-op,480 Mission Bay Blvd #313,San Francisco,CA,94158,1599000,2,2.0,San Francisco,1220,122891,2012,2,1311,875,Active,,,http://www.redfin.com/CA/San-Francisco/480-Mission-Bay-Blvd-N-94158/unit-313/home/40626109,San Francisco MLS,421542101,N,Y,37.7713607,-122.3890283
MLS Listing,,Multi-Family (2-4 Unit),1108 Treat,San Francisco,CA,94107,1225000,3,,San Francisco,2075,1563,,2,590,,Active,,,http://www.redfin.com/CA/San-Francisco/1108-Treat-Ave-94110/unit-1108/home/174777358,San Francisco MLS,421542171,N,Y,37.7521746,-122.4131592
MLS Listing,,Condo/Co-op,692 30th Ave,San Francisco,CA,94121,995000,2,1.0,San Francisco,1405,1440,1939,2,708,259,Active,,,http://www.redfin.com/CA/San-Francisco/692-30th-Ave-94121/home/2018598,San Francisco MLS,421541792,N,Y,37.776238,-122.489649
MLS Listing,,Single Family Residential,731 Douglass St,San Francisco,CA,94114,3750000,4,3.5,San Francisco,3526,1341,1999,2,1064,,Active,,,http://www.redfin.com/CA/San-Francisco/731-Douglass-St-94114/home/1620999,San Francisco MLS,421542106,N,Y,37.7514207,-122.4383302
MLS Listing,,Condo/Co-op,1875 Mission St #109,San Francisco,CA,94103,1200000,2,2.0,San Francisco,1272,11181,2014,2,943,688,Active,,,http://www.redfin.com/CA/San-Francisco/1875-Mission-St-94103/unit-109/home/67980185,San Francisco MLS,421541864,N,Y,37.7671306,-122.4194657
MLS Listing,,Single Family Residential,918 Kansas St,San Francisco,CA,94107,2995000,4,3.5,San Francisco,3200,5505,1957,2,936,,Active,,,http://www.redfin.com/CA/San-Francisco/918-Kansas-St-94107/home/1510540,San Francisco MLS,421540266,N,Y,37.7581133,-122.4032115
MLS Listing,,Condo/Co-op,301 Rhode Island St Unit B6,San Francisco,CA,94103,1033000,1,2.0,San Francisco,1291,23254,1999,2,800,785,Active,,,http://www.redfin.com/CA/San-Francisco/301-Rhode-Island-St-94103/unit-B6/home/102815353,San Francisco MLS,421540370,N,Y,37.7654153,-122.4021001
MLS Listing,,Condo/Co-op,101 Crescent Way #2310,San Francisco,CA,94134,799000,2,2.0,San Francisco,984,42325,2001,2,,533,Active,,,http://www.redfin.com/CA/San-Francisco/101-Crescent-Way-94134/unit-2310/home/22889854,MetroList,421537390,N,Y,37.7108999,-122.389259
MLS Listing,,Condo/Co-op,129 Ellert St,San Francisco,CA,94110,899000,1,1.0,San Francisco,,2809,1910,2,,,Active,,,http://www.redfin.com/CA/San-Francisco/129-Ellert-St-94110/home/1775045,San Francisco MLS,421541093,N,Y,37.7385512,-122.4170613
MLS Listing,,Condo/Co-op,571 Waller St,San Francisco,CA,94117,1350000,2,1.5,San Francisco,1441,2250,1900,2,937,133,Active,,,http://www.redfin.com/CA/San-Francisco/571-Waller-St-94117/home/11743032,San Francisco MLS,421539944,N,Y,37.770607,-122.432977
MLS Listing,,Single Family Residential,1526 Palou Ave,SAN FRANCISCO,CA,94124,998000,4,3.0,SAN FRANCISCO,2138,2495,1914,2,467,,Active,,,http://www.redfin.com/CA/San-Francisco/1526-Palou-Ave-94124/home/2022169,MLSListings,ML81840679,N,Y,37.7334249,-122.389405
MLS Listing,,Condo/Co-op,472 Noe St,San Francisco,CA,94114,1050000,2,1.0,San Francisco,1145,3252,1901,2,917,395,Active,,,http://www.redfin.com/CA/San-Francisco/472-Noe-St-94114/home/1828131,San Francisco MLS,421540680,N,Y,37.761464,-122.433193
MLS Listing,,Condo/Co-op,725 Florida St #17,San Francisco,CA,94110,995000,1,1.5,San Francisco,927,9498,2000,2,1073,645,Active,,,http://www.redfin.com/CA/San-Francisco/725-Florida-St-94110/unit-17/home/175005376,San Francisco MLS,421541195,N,Y,37.7599462,-122.4105766
MLS Listing,,Single Family Residential,207 Ripley St,San Francisco,CA,94110,2200000,3,2.0,San Francisco,2010,2495,,2,1095,,Active,,,http://www.redfin.com/CA/San-Francisco/207-Ripley-St-94110/home/1862537,San Francisco MLS,421538601,N,Y,37.7445294,-122.409849
MLS Listing,,Multi-Family (2-4 Unit),431 - 433 Broderick St,San Francisco,CA,94117,1650000,4,3.0,San Francisco,3050,2417,1900,3,541,,Active,,,http://www.redfin.com/CA/San-Francisco/431-Broderick-St-94117/home/1051061,San Francisco MLS,421541980,N,Y,37.7742759,-122.4396542
MLS Listing,,Single Family Residential,341 San Fernando Way,San Francisco,CA,94127,1890000,5,4.0,San Francisco,2738,4029,1927,3,690,25,Active,,,http://www.redfin.com/CA/San-Francisco/341-San-Fernando-Way-94127/home/1884638,San Francisco MLS,421541991,N,Y,37.731151,-122.4694351
MLS Listing,,Single Family Residential,1742 28th Ave,SAN FRANCISCO,CA,94122,1895000,4,3.0,SAN FRANCISCO,1969,2962,1939,3,962,,Active,,,http://www.redfin.com/CA/San-Francisco/1742-28th-Ave-94122/home/2004172,MLSListings,ML81840658,N,Y,37.754868,-122.4859734
MLS Listing,,Condo/Co-op,888 7th St #137,San Francisco,CA,94107,588000,1,1.0,San Francisco,496,95280,2007,3,1185,376,Active,,,http://www.redfin.com/CA/San-Francisco/888-7th-St-94107/unit-137/home/17306215,San Francisco MLS,421542043,N,Y,37.7705534,-122.4004057
MLS Listing,,Single Family Residential,1563 38th Ave,San Francisco,CA,94122,1250000,2,1.0,San Francisco,1150,2996,1939,3,1087,,Active,,,http://www.redfin.com/CA/San-Francisco/1563-38th-Ave-94122/home/639347,San Francisco MLS,421542012,N,Y,37.757752,-122.4973806
MLS Listing,,Condo/Co-op,485 Potrero Ave Unit C,San Francisco,CA,94110,1100000,3,1.0,San Francisco,,,,3,,300,Active,,,http://www.redfin.com/CA/San-Francisco/485-Potrero-Ave-94110/unit-C/home/110052583,San Francisco MLS,421532062,N,Y,37.7634973,-122.407017
MLS Listing,,Single Family Residential,3095 23rd Ave,San Francisco,CA,94132,2495000,6,3.0,San Francisco,3365,3876,1936,3,741,,Active,,,http://www.redfin.com/CA/San-Francisco/3095-23rd-Ave-94132/home/1372670,San Francisco MLS,421540410,N,Y,37.7312745,-122.4794291
MLS Listing,,Single Family Residential,544 Clipper St,San Francisco,CA,94114,1795000,3,2.0,San Francisco,1731,2850,1953,3,1037,,Active,,,http://www.redfin.com/CA/San-Francisco/544-Clipper-St-94114/home/1249014,San Francisco MLS,421533139,N,Y,37.7488616,-122.4371195
MLS Listing,,Condo/Co-op,338 18th Ave,San Francisco,CA,94121,995000,2,1.0,San Francisco,1161,2975,1916,3,857,415,Active,,,http://www.redfin.com/CA/San-Francisco/338-18th-Ave-94121/home/1350211,San Francisco MLS,421538418,N,Y,37.7816132,-122.4770137
MLS Listing,,Single Family Residential,529 Wildwood Way,San Francisco,CA,94112,1495000,3,3.0,San Francisco,1642,3036,1955,3,910,,Active,,,http://www.redfin.com/CA/San-Francisco/529-Wildwood-Way-94112/home/698005,San Francisco MLS,421540358,N,Y,37.7274328,-122.46059
MLS Listing,,Condo/Co-op,1750 Taylor #1903,San Francisco,CA,94133,4995000,3,2.5,San Francisco,1920,,,3,2602,2816,Active,,,http://www.redfin.com/CA/San-Francisco/1750-Taylor-St-94133/unit-1903/home/12400393,San Francisco MLS,421540054,N,Y,37.7986997,-122.4137602
MLS Listing,,Condo/Co-op,1817 California St #105,San Francisco,CA,94109,599000,1,1.0,San Francisco,542,27277,1960,3,1105,470,Active,,,http://www.redfin.com/CA/San-Francisco/1817-California-St-94109/unit-105/home/1804193,San Francisco MLS,421541682,N,Y,37.7899847,-122.4244868
MLS Listing,,Condo/Co-op,370 De Haro St Unit B5,San Francisco,CA,94103,1088000,1,2.0,San Francisco,,23254,1999,3,,785,Active,,,http://www.redfin.com/CA/San-Francisco/370-De-Haro-St-94103/unit-B5/home/12396781,San Francisco MLS,421541512,N,Y,37.7652855,-122.4020113
MLS Listing,,Multi-Family (2-4 Unit),208 - 210 Dorland St,San Francisco,CA,94114,4500000,7,4.0,San Francisco,2800,6333,1910,3,1607,,Active,,,http://www.redfin.com/CA/San-Francisco/208-Dorland-St-94114/home/1702876,San Francisco MLS,421530928,N,Y,37.762349,-122.4290638
MLS Listing,,Condo/Co-op,72 Townsend St #504,San Francisco,CA,94107,1495000,2,2.0,San Francisco,1260,29305,,3,1187,927,Active,,,http://www.redfin.com/CA/San-Francisco/72-Townsend-St-94107/unit-504/home/109278666,San Francisco MLS,421541800,N,Y,37.7812595,-122.3902125
MLS Listing,,Condo/Co-op,1 Hawthorne St Unit 24D,San Francisco,CA,94105,3300000,3,2.5,San Francisco,1956,12409,2010,3,1687,1837,Active,,,http://www.redfin.com/CA/San-Francisco/1-Hawthorne-St-94105/unit-24D/home/69371179,San Francisco MLS,421537673,N,Y,37.7857425,-122.3988969
MLS Listing,,Single Family Residential,420 Buchanan St,San Francisco,CA,94102,1995000,2,1.0,San Francisco,,1575,1895,3,,,Active,,,http://www.redfin.com/CA/San-Francisco/420-Buchanan-St-94102/home/1643135,San Francisco MLS,421541920,N,Y,37.7740565,-122.4272819
MLS Listing,,Single Family Residential,148 Huntington Dr,SAN FRANCISCO,CA,94132,1195000,3,1.0,SAN FRANCISCO,1215,3545,1953,3,984,,Active,,,http://www.redfin.com/CA/San-Francisco/148-Huntington-Dr-94132/home/1966969,MLSListings,ML81840590,N,Y,37.7322454,-122.495999
MLS Listing,,Vacant Land,611 Jones St,San Francisco,CA,94102,2199000,0,,San Francisco,,2186,,3,,,Active,,,http://www.redfin.com/CA/San-Francisco/611-Jones-St-94102/home/1852125,San Francisco MLS,421540975,N,Y,37.787086,-122.4134773
MLS Listing,,Single Family Residential,65 Meda Ave,San Francisco,CA,94112,1499000,4,3.0,San Francisco,1987,1663,1923,3,754,,Active,,,http://www.redfin.com/CA/San-Francisco/65-Meda-Ave-94112/home/1549493,San Francisco MLS,421541795,N,Y,37.723785,-122.4421898
MLS Listing,,Condo/Co-op,2115 - A Larkin St,San Francisco,CA,94109,995000,2,2.0,San Francisco,920,2400,1908,3,1082,237,Active,,,http://www.redfin.com/CA/San-Francisco/2115A-Larkin-St-94109/home/110051911,San Francisco MLS,421540376,N,Y,37.7973279,-122.4206565
MLS Listing,,Condo/Co-op,69 Clementina St #801,San Francisco,CA,94105,1049000,2,2.5,San Francisco,1192,3594,2006,3,880,600,Active,,,http://www.redfin.com/CA/San-Francisco/69-Clementina-St-94105/unit-801/home/11743618,San Francisco MLS,421540878,N,Y,37.7864296,-122.3964186
MLS Listing,,Condo/Co-op,69 Clementina St #602,San Francisco,CA,94105,899000,2,2.0,San Francisco,1185,3594,2006,3,759,498,Active,,,http://www.redfin.com/CA/San-Francisco/69-Clementina-St-94105/unit-602/home/11743617,San Francisco MLS,421540772,N,Y,37.7864296,-122.3964186
MLS Listing,,Condo/Co-op,69 Clementina St #803,San Francisco,CA,94105,849000,1,1.5,San Francisco,886,3594,2006,3,958,438,Active,,,http://www.redfin.com/CA/San-Francisco/69-Clementina-St-94105/unit-803/home/11743620,San Francisco MLS,421540794,N,Y,37.7864296,-122.3964186
MLS Listing,,Condo/Co-op,338 Main St Unit 12A,San Francisco,CA,94105,1899000,2,2.0,San Francisco,1379,75406,2016,3,1377,1248,Active,,,http://www.redfin.com/CA/San-Francisco/338-Main-St-94105/unit-12A/home/109464627,San Francisco MLS,421539779,N,Y,37.7886733,-122.3914178
MLS Listing,,Condo/Co-op,77 Beaver St,San Francisco,CA,94114,1495000,3,1.0,San Francisco,1255,2875,1890,3,1191,,Active,,,http://www.redfin.com/CA/San-Francisco/77-Beaver-St-94114/home/960300,San Francisco MLS,421538860,N,Y,37.764719,-122.434843
MLS Listing,,Multi-Family (5+ Unit),994 Guerrero St,San Francisco,CA,94110,7750000,2,,San Francisco,10515,3633,1912,3,737,,Active,,,http://www.redfin.com/CA/San-Francisco/994-Guerrero-St-94110/home/1751134,San Francisco MLS,421541799,N,Y,37.7552792,-122.4235391
MLS Listing,,Condo/Co-op,420 Mission Bay Blvd #104,San Francisco,CA,94158,1838000,2,2.5,San Francisco,1635,122891,2012,3,1124,,Active,,,http://www.redfin.com/CA/San-Francisco/420-Mission-Bay-Blvd-N-94158/unit-104/home/40477476,San Francisco MLS,421541836,N,Y,37.7715936,-122.3885893
MLS Listing,,Condo/Co-op,1218 Leavenworth St #1,San Francisco,CA,94109,865000,2,1.0,San Francisco,950,3667,1908,3,911,560,Active,,,http://www.redfin.com/CA/San-Francisco/1218-Leavenworth-St-94109/unit-1/home/11892960,San Francisco MLS,421541681,N,Y,37.7924823,-122.4157781
MLS Listing,,Condo/Co-op,200 Brannan St #405,San Francisco,CA,94107,1495000,2,2.0,San Francisco,1500,,2004,3,997,880,Active,,,http://www.redfin.com/CA/San-Francisco/200-Brannan-St-94107/unit-405/home/1664749,San Francisco MLS,421531801,N,Y,37.7837501,-122.3908424
MLS Listing,,Condo/Co-op,1177 California #224,San Francisco,CA,94109,1895000,2,2.0,San Francisco,1653,,1978,3,1146,1802,Active,,,http://www.redfin.com/CA/San-Francisco/1177-California-St-94108/unit-224/home/2006975,San Francisco MLS,421540369,N,Y,37.7913209,-122.4137552
MLS Listing,,Condo/Co-op,650 Cole St,San Francisco,CA,94117,1388000,2,1.0,San Francisco,1361,2402,1900,3,1020,350,Active,,,http://www.redfin.com/CA/San-Francisco/650-Cole-St-94117/unit-650/home/1892011,San Francisco MLS,421540500,N,Y,37.768891,-122.450293
MLS Listing,,Multi-Family (2-4 Unit),1014 Diamond St,San Francisco,CA,94114,1899000,0,,San Francisco,2800,2238,1906,3,678,,Active,,,http://www.redfin.com/CA/San-Francisco/1014-Diamond-St-94114/home/49783529,San Francisco MLS,421541739,N,Y,37.7492788,-122.4363064
MLS Listing,,Condo/Co-op,1788 Clay St #208,San Francisco,CA,94109,999000,2,2.0,San Francisco,,25662,2014,3,,752,Active,,,http://www.redfin.com/CA/San-Francisco/1788-Clay-St-94109/unit-208/home/110051627,San Francisco MLS,421541740,N,Y,37.7924998,-122.4222297
MLS Listing,,Condo/Co-op,1944 Bush St,San Francisco,CA,94115,2299000,4,2.0,San Francisco,2130,,1900,3,1079,266,Active,,,http://www.redfin.com/CA/San-Francisco/1944-Bush-St-94115/home/569881,San Francisco MLS,421541386,N,Y,37.787837,-122.42931
MLS Listing,,Condo/Co-op,1070 Green St #801,San Francisco,CA,94133,2450000,2,2.0,San Francisco,1616,,1961,3,1516,2146,Active,,,http://www.redfin.com/CA/San-Francisco/1070-Green-St-94133/unit-801/home/1892827,San Francisco MLS,421541656,N,Y,37.7987899,-122.416799
MLS Listing,,Condo/Co-op,2177 3rd St #406,San Francisco,CA,94107,1360000,2,2.0,San Francisco,958,,2020,3,1420,918,Active,,,http://www.redfin.com/CA/San-Francisco/2177-3rd-St-94107/unit-406/home/175002376,San Francisco MLS,421540705,N,Y,37.7622702,-122.3882952
MLS Listing,,Condo/Co-op,2546 Folsom St,San Francisco,CA,94110,1495000,3,2.5,San Francisco,1980,3062,1900,3,755,,Active,,,http://www.redfin.com/CA/San-Francisco/2546-Folsom-St-94110/home/1255140,San Francisco MLS,421541670,N,Y,37.756507,-122.4148121
MLS Listing,,Single Family Residential,331 Joost Ave,San Francisco,CA,94131,1695000,3,2.5,San Francisco,2052,2495,1947,3,826,,Active,,,http://www.redfin.com/CA/San-Francisco/331-Joost-Ave-94131/home/1280932,San Francisco MLS,421540663,N,Y,37.7322148,-122.4427942
MLS Listing,,Condo/Co-op,3126 Scott St #1,San Francisco,CA,94123,1695000,2,2.0,San Francisco,1367,4092,1970,3,1240,818,Active,,,http://www.redfin.com/CA/San-Francisco/3126-Scott-St-94123/unit-1/home/2003101,San Francisco MLS,421537124,N,Y,37.798787,-122.4406416
MLS Listing,,Condo/Co-op,2177 3rd St #505,San Francisco,CA,94107,985000,1,1.0,San Francisco,719,,2020,3,1370,825,Active,,,http://www.redfin.com/CA/San-Francisco/2177-3rd-St-94107/unit-505/home/175002258,San Francisco MLS,421540711,N,Y,37.7622702,-122.3882952
MLS Listing,,Multi-Family (2-4 Unit),1114 - 1118 Valencia St,San Francisco,CA,94110,2500000,9,,San Francisco,5096,1854,1907,3,491,,Active,,,http://www.redfin.com/CA/San-Francisco/1114-Valencia-St-94110/home/160349084,San Francisco MLS,421541674,N,Y,37.75497,-122.4212058
MLS Listing,,Condo/Co-op,2250 24th St #329,San Francisco,CA,94107,898000,2,2.0,San Francisco,1030,80224,1989,3,872,628,Active,,,http://www.redfin.com/CA/San-Francisco/2250-24th-St-94107/unit-329/home/1388185,San Francisco MLS,421540567,N,Y,37.7533831,-122.4021236
MLS Listing,,Single Family Residential,243 Hearst Ave,San Francisco,CA,94131,1259000,3,2.0,San Francisco,1415,2813,1925,3,890,,Active,,,http://www.redfin.com/CA/San-Francisco/243-Hearst-Ave-94131/home/1034714,San Francisco MLS,421541655,N,Y,37.7305644,-122.4430635
MLS Listing,,Multi-Family (2-4 Unit),114 - 116 College Ave,San Francisco,CA,94112,1475000,3,2.0,San Francisco,1950,1950,1916,3,756,,Active,,,http://www.redfin.com/CA/San-Francisco/114-College-Ave-94112/unit-116/home/809363,BAREIS,421539965,N,Y,37.7351882,-122.4267428
MLS Listing,,Single Family Residential,1400 - 1404 Montgomery St,San Francisco,CA,94133,6995000,6,7.5,San Francisco,5465,1406,1984,3,1280,,Active,,,http://www.redfin.com/CA/San-Francisco/1400-Montgomery-St-94133/home/539003,San Francisco MLS,421540649,N,Y,37.8021047,-122.4044356
MLS Listing,,Single Family Residential,364 17th Ave,San Francisco,CA,94121,2995000,4,2.5,San Francisco,2405,3000,1913,3,1245,,Active,,,http://www.redfin.com/CA/San-Francisco/364-17th-Ave-94121/home/1468285,San Francisco MLS,421541454,N,Y,37.781252,-122.475894
MLS Listing,,Multi-Family (2-4 Unit),3965 - 67 24th St,San Francisco,CA,94114,1098000,2,2.0,San Francisco,2700,2848,1900,3,407,,Active,,,http://www.redfin.com/CA/San-Francisco/3965-24th-St-94114/home/1448743,San Francisco MLS,421540108,N,Y,37.7512319,-122.431046
MLS Listing,,Multi-Family (2-4 Unit),,San Francisco,CA,94124,1459000,5,3.0,San Francisco,2763,5000,1923,3,528,,Active,,,http://www.redfin.com/CA/San-Francisco/Undisclosed-address-94124/home/1971427,San Francisco MLS,421541651,N,Y,37.7316262,-122.3931877
